"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"29/02/2016","63.700","62.850","64.500","62.600","1,60M","1,11%"
"26/02/2016","63.000","62.500","63.475","62.250","1,15M","1,94%"
"25/02/2016","61.800","65.500","65.500","61.800","1,91M","-5,65%"
"24/02/2016","65.500","66.300","66.975","64.625","697,20K","-0,91%"
"23/02/2016","66.100","65.400","67.225","65.400","1,33M","1,07%"
"22/02/2016","65.400","64.375","65.500","64.075","861,90K","1,99%"
"19/02/2016","64.125","62.500","64.800","62.300","1,28M","0,98%"
"18/02/2016","63.500","63.475","64.500","62.700","1,63M","0,04%"
"17/02/2016","63.475","61.500","63.500","61.500","1,46M","3,21%"
"16/02/2016","61.500","61.250","61.750","60.950","747,30K","0,00%"
"15/02/2016","61.500","61.500","61.500","61.050","960,90K","1,32%"
"12/02/2016","60.700","60.600","61.050","60.175","1,06M","-0,49%"
"11/02/2016","61.000","61.050","61.425","60.150","1,23M","-0,81%"
"10/02/2016","61.500","59.925","61.650","59.925","1,32M","1,49%"
"09/02/2016","60.600","60.000","60.600","58.900","549,70K","0,66%"
"05/02/2016","60.200","60.000","61.000","59.975","1,16M","0,50%"
"04/02/2016","59.900","57.500","60.200","57.500","2,01M","2,83%"
"03/02/2016","58.250","57.900","58.250","57.300","866,60K","0,60%"
"02/02/2016","57.900","58.025","58.075","57.725","1,33M","-0,22%"
"01/02/2016","58.025","58.350","58.350","56.300","1,49M","-0,56%"
"29/01/2016","58.350","58.200","59.000","57.000","1,43M","0,60%"
"28/01/2016","58.000","58.800","59.000","57.000","1,53M","-1,36%"
"27/01/2016","58.800","55.875","58.800","55.425","2,09M","5,23%"
"26/01/2016","55.875","54.975","55.950","54.625","674,80K","1,64%"
"25/01/2016","54.975","55.750","55.800","54.500","1,06M","-0,50%"
"22/01/2016","55.250","55.000","55.375","54.925","556,60K","-0,27%"
"21/01/2016","55.400","55.750","55.750","55.050","1,22M","-0,18%"
"20/01/2016","55.500","55.000","55.600","54.950","912,50K","0,91%"
"19/01/2016","55.000","55.800","55.800","54.800","898,40K","-0,90%"
"18/01/2016","55.500","55.000","55.800","54.600","840,40K","-1,42%"
"15/01/2016","56.300","55.800","57.000","55.800","1,24M","0,90%"
"14/01/2016","55.800","55.200","55.900","54.050","1,19M","-0,18%"
"13/01/2016","55.900","56.300","56.375","55.750","746,30K","-0,18%"
"12/01/2016","56.000","55.000","56.300","54.500","2,14M","2,75%"
"11/01/2016","54.500","54.850","54.975","54.450","685,70K","-1,09%"
"08/01/2016","55.100","53.025","55.475","53.025","1,57M","1,99%"
"07/01/2016","54.025","54.800","54.800","53.450","1,09M","-1,32%"
"06/01/2016","54.750","53.400","54.775","52.650","1,46M","2,53%"
"05/01/2016","53.400","53.000","54.100","52.550","1,74M","-0,60%"
"04/01/2016","53.725","54.600","54.600","52.700","504,40K","-2,32%"
"30/12/2015","55.000","54.600","55.000","53.800","828,80K","0,78%"
"29/12/2015","54.575","53.900","55.000","53.900","402,20K","1,25%"
"28/12/2015","53.900","53.800","54.900","53.500","544,80K","-0,46%"
"23/12/2015","54.150","53.800","54.150","53.600","641,80K","0,79%"
"22/12/2015","53.725","52.250","53.800","52.250","1,11M","3,72%"
"21/12/2015","51.800","51.050","52.125","51.050","691,70K","0,00%"
"18/12/2015","51.800","51.500","51.950","51.025","804,40K","0,58%"
"17/12/2015","51.500","52.000","52.500","50.775","989,90K","1,18%"
"16/12/2015","50.900","50.000","50.900","49.450","1,33M","3,35%"
"15/12/2015","49.250","49.000","49.350","48.450","862,40K","1,55%"
"14/12/2015","48.500","49.850","50.000","48.275","1,31M","-4,53%"
"11/12/2015","50.800","51.300","51.925","50.200","685,20K","-2,31%"
"10/12/2015","52.000","52.000","52.150","51.450","915,20K","1,56%"
"08/12/2015","51.200","50.900","52.275","50.725","1,09M","0,99%"
"07/12/2015","50.700","51.500","52.250","50.700","524,20K","-1,17%"
"04/12/2015","51.300","51.000","51.725","50.575","930,70K","-0,53%"
"03/12/2015","51.575","50.700","52.300","50.500","1,41M","1,53%"
"02/12/2015","50.800","50.800","51.475","50.175","1,32M","-0,39%"
"01/12/2015","51.000","50.000","51.000","49.500","1,53M","4,29%"
"30/11/2015","48.900","50.000","50.375","48.900","2,27M","-2,20%"
"27/11/2015","50.000","51.200","51.600","49.800","610,50K","-3,10%"
"26/11/2015","51.600","50.900","51.600","50.475","973,40K","2,38%"
"25/11/2015","50.400","50.200","50.925","49.775","1,25M","2,02%"
"24/11/2015","49.400","49.250","50.425","48.975","414,10K","-0,20%"
"23/11/2015","49.500","50.500","51.000","49.500","475,00K","-3,41%"
"20/11/2015","51.250","50.425","51.300","49.950","1,10M","3,90%"
"19/11/2015","49.325","50.000","50.475","49.325","605,10K","-0,40%"
"18/11/2015","49.525","51.200","52.650","49.525","2,01M","-3,22%"
"17/11/2015","51.175","49.100","51.500","49.000","1,74M","4,97%"
"16/11/2015","48.750","47.500","48.925","46.700","746,30K","2,63%"
"13/11/2015","47.500","48.500","49.400","47.500","670,20K","-3,06%"
"12/11/2015","49.000","47.700","49.250","47.575","1,51M","4,26%"
"11/11/2015","47.000","46.500","48.400","46.250","1,51M","1,29%"
"10/11/2015","46.400","47.225","47.500","46.400","1,02M","-2,26%"
"09/11/2015","47.475","48.225","48.225","46.800","1,14M","-1,30%"
"06/11/2015","48.100","48.000","48.450","47.000","841,50K","0,26%"
"05/11/2015","47.975","48.200","48.300","47.525","1,02M","-0,57%"
"04/11/2015","48.250","45.500","48.400","45.300","3,40M","7,58%"
"03/11/2015","44.850","43.950","45.200","43.725","1,90M","3,16%"
"02/11/2015","43.475","42.925","43.875","42.925","1,92M","1,22%"
"30/10/2015","42.950","43.000","43.900","42.300","3,20M","0,12%"
"29/10/2015","42.900","44.300","44.750","42.850","1,99M","-4,67%"
"28/10/2015","45.000","46.200","46.200","44.975","1,08M","-1,96%"
"27/10/2015","45.900","46.350","46.350","45.200","1,48M","-0,97%"
"26/10/2015","46.350","46.500","46.850","45.700","1,74M","0,32%"
"23/10/2015","46.200","45.300","46.250","44.975","1,62M","5,00%"
"22/10/2015","44.000","45.550","45.600","43.775","1,24M","-3,24%"
"21/10/2015","45.475","44.000","46.100","44.000","2,62M","4,06%"
"20/10/2015","43.700","43.450","44.300","43.200","1,28M","0,58%"
"19/10/2015","43.450","42.800","43.600","42.700","1,25M","1,52%"
"16/10/2015","42.800","43.175","43.350","42.625","708,90K","-0,41%"
"15/10/2015","42.975","42.500","43.200","42.500","1,06M","-0,06%"
"13/10/2015","43.000","44.575","44.575","42.525","1,24M","-2,99%"
"12/10/2015","44.325","43.425","44.325","43.425","1,00M","2,07%"
"09/10/2015","43.425","43.025","43.875","43.000","1,52M","1,16%"
"08/10/2015","42.925","42.750","43.700","42.600","1,77M","1,00%"
"07/10/2015","42.500","45.500","45.500","42.400","2,15M","-5,24%"
"06/10/2015","44.850","46.600","46.950","44.250","1,20M","-3,76%"
"05/10/2015","46.600","45.000","47.800","44.950","1,59M","4,84%"
"02/10/2015","44.450","43.000","44.800","42.850","1,45M","2,66%"
"01/10/2015","43.300","42.075","43.650","41.950","1,03M","3,10%"
"30/09/2015","42.000","42.600","42.800","41.800","589,20K","-1,75%"
"29/09/2015","42.750","40.200","42.750","39.500","627,50K","5,56%"
"28/09/2015","40.500","43.000","43.000","40.500","274,50K","-3,05%"
"25/09/2015","41.775","42.200","42.250","41.100","265,00K","0,06%"
"23/09/2015","41.750","42.175","42.175","41.050","413,50K","-1,18%"
"22/09/2015","42.250","43.500","43.500","42.175","263,80K","-1,80%"
"21/09/2015","43.025","42.500","43.275","41.950","355,20K","0,47%"
"18/09/2015","42.825","42.100","42.825","41.775","849,50K","2,76%"
"17/09/2015","41.675","40.900","42.000","40.900","625,80K","2,52%"
"16/09/2015","40.650","41.225","41.500","40.600","407,00K","-0,85%"
"15/09/2015","41.000","41.550","41.550","40.550","637,70K","-2,44%"
"14/09/2015","42.025","41.925","42.400","41.350","265,00K","0,66%"
"11/09/2015","41.750","41.750","42.500","41.750","681,20K","0,00%"
"10/09/2015","41.750","41.475","41.925","41.300","671,60K","0,60%"
"09/09/2015","41.500","42.100","42.700","41.500","531,80K","-0,90%"
"08/09/2015","41.875","41.900","42.025","41.525","442,30K","-0,06%"
"07/09/2015","41.900","42.500","42.750","41.875","326,70K","-1,64%"
"04/09/2015","42.600","42.600","42.725","42.475","353,80K","-1,10%"
"03/09/2015","43.075","43.200","43.500","42.600","629,50K","0,64%"
"02/09/2015","42.800","42.500","42.825","42.000","930,10K","-0,47%"
"01/09/2015","43.000","44.500","44.500","42.675","564,40K","-3,37%"
"31/08/2015","44.500","42.500","44.500","42.425","835,90K","5,95%"
"28/08/2015","42.000","45.000","46.000","42.000","751,10K","-4,98%"
"27/08/2015","44.200","42.500","44.525","42.500","1,22M","5,36%"
"26/08/2015","41.950","42.000","42.575","41.000","637,80K","1,27%"
"25/08/2015","41.425","42.000","43.400","41.425","689,00K","-0,06%"
"24/08/2015","41.450","44.025","44.025","41.000","1,69M","-7,89%"
"21/08/2015","45.000","46.500","46.500","45.000","479,10K","-3,74%"
"20/08/2015","46.750","47.250","47.300","46.225","559,60K","0,32%"
"19/08/2015","46.600","47.300","47.650","46.500","566,30K","0,22%"
"18/08/2015","46.500","46.500","47.625","46.000","677,00K","0,00%"
"14/08/2015","46.500","47.300","47.300","46.500","364,10K","0,00%"
"13/08/2015","46.500","46.500","48.250","46.500","733,30K","-0,37%"
"12/08/2015","46.675","46.000","46.675","45.000","557,30K","0,86%"
"11/08/2015","46.275","47.500","47.500","46.150","801,00K","-1,75%"
"10/08/2015","47.100","47.125","47.500","46.950","396,30K","0,00%"
"07/08/2015","47.100","47.000","47.750","46.925","432,70K","-0,58%"
"06/08/2015","47.375","48.800","48.875","47.200","814,00K","-3,02%"
"05/08/2015","48.850","48.850","49.200","48.500","566,70K","0,00%"
"04/08/2015","48.850","49.375","49.425","48.675","309,10K","-1,06%"
"03/08/2015","49.375","49.000","49.875","48.475","761,30K","-0,25%"
"31/07/2015","49.500","47.000","50.075","47.000","1,20M","5,32%"
"30/07/2015","47.000","47.500","48.150","47.000","579,90K","0,00%"
"29/07/2015","47.000","48.100","49.350","47.000","1,57M","-2,03%"
"28/07/2015","47.975","48.800","49.000","47.925","1,08M","-4,05%"
"27/07/2015","50.000","50.300","51.850","49.800","732,00K","-1,96%"
"24/07/2015","51.000","53.650","53.650","51.000","1,32M","-4,94%"
"23/07/2015","53.650","52.000","54.150","51.500","1,95M","3,17%"
"22/07/2015","52.000","49.250","52.000","48.550","1,31M","4,94%"
"15/07/2015","49.550","48.900","49.700","48.450","777,50K","1,12%"
"14/07/2015","49.000","47.600","49.275","47.550","1,54M","2,94%"
"13/07/2015","47.600","46.000","47.600","46.000","608,90K","3,48%"
"10/07/2015","46.000","45.700","46.200","45.700","367,00K","0,82%"
"09/07/2015","45.625","46.000","46.300","45.050","1,04M","-0,60%"
"08/07/2015","45.900","47.100","47.100","45.750","660,20K","-1,61%"
"07/07/2015","46.650","46.600","47.100","46.250","595,40K","-0,85%"
"06/07/2015","47.050","47.000","47.050","46.425","321,10K","-0,90%"
"03/07/2015","47.475","46.900","47.625","46.900","1,13M","1,33%"
"02/07/2015","46.850","45.100","47.625","45.100","1,59M","4,05%"
"01/07/2015","45.025","45.250","45.675","44.775","457,40K","-0,17%"
"30/06/2015","45.100","44.250","46.000","44.025","774,20K","2,97%"
"29/06/2015","43.800","44.225","44.750","43.800","522,30K","-0,90%"
"26/06/2015","44.200","43.700","44.350","43.700","253,60K","0,45%"
"25/06/2015","44.000","44.700","45.275","44.000","739,20K","-2,87%"
"24/06/2015","45.300","45.200","45.925","45.200","478,00K","-1,41%"
"23/06/2015","45.950","45.650","46.000","45.650","319,20K","-0,11%"
"22/06/2015","46.000","45.650","46.150","45.500","265,20K","-0,43%"
"19/06/2015","46.200","46.300","46.500","45.750","533,20K","0,43%"
"18/06/2015","46.000","45.625","46.125","45.525","384,80K","0,82%"
"17/06/2015","45.625","44.525","46.125","44.525","769,10K","3,05%"
"16/06/2015","44.275","43.650","45.000","43.550","629,40K","1,78%"
"15/06/2015","43.500","43.800","44.500","43.200","665,00K","-1,14%"
"12/06/2015","44.000","43.500","44.125","43.050","599,60K","1,91%"
"11/06/2015","43.175","43.850","44.000","42.000","572,90K","-0,17%"
"10/06/2015","43.250","42.975","43.550","42.925","1,39M","0,52%"
"09/06/2015","43.025","45.425","45.425","42.900","1,56M","-4,81%"
"08/06/2015","45.200","45.400","45.625","45.000","419,50K","0,00%"
"05/06/2015","45.200","45.750","45.750","45.000","716,50K","0,44%"
"04/06/2015","45.000","46.025","46.300","45.000","898,30K","-2,17%"
"03/06/2015","46.000","47.500","47.500","46.000","1,40M","-2,13%"
"01/06/2015","47.000","47.050","47.250","46.625","752,90K","-0,21%"
"29/05/2015","47.100","46.050","47.100","46.025","1,92M","1,95%"
"28/05/2015","46.200","46.025","46.500","45.900","793,40K","0,87%"
"27/05/2015","45.800","46.350","46.775","45.800","1,29M","-1,19%"
"26/05/2015","46.350","46.100","47.725","46.100","1,88M","0,11%"
"25/05/2015","46.300","46.800","46.825","46.125","753,10K","-1,65%"
"22/05/2015","47.075","47.500","47.700","47.025","1,72M","-0,37%"
"21/05/2015","47.250","47.500","47.800","46.650","2,08M","-0,42%"
"20/05/2015","47.450","46.000","47.500","46.000","2,43M","3,49%"
"19/05/2015","45.850","45.200","45.875","44.950","1,56M","1,78%"
"18/05/2015","45.050","46.500","46.500","44.750","2,12M","-3,12%"
"15/05/2015","46.500","47.200","47.300","46.100","1,62M","-1,33%"
"13/05/2015","47.125","47.150","47.675","46.675","1,48M","-0,05%"
"12/05/2015","47.150","46.200","47.300","46.100","1,66M","2,61%"
"11/05/2015","45.950","46.900","46.900","45.650","981,90K","-0,54%"
"08/05/2015","46.200","46.500","47.150","46.000","2,19M","0,49%"
"07/05/2015","45.975","48.050","48.050","45.800","3,01M","-4,57%"
"06/05/2015","48.175","48.500","48.550","48.000","1,67M","-0,67%"
"05/05/2015","48.500","49.000","50.050","48.000","1,15M","-1,02%"
"04/05/2015","49.000","50.450","50.600","48.900","1,60M","-2,00%"
"30/04/2015","50.000","51.850","53.400","49.300","4,00M","-4,26%"
"29/04/2015","52.225","53.375","53.750","51.275","1,85M","-1,88%"
"28/04/2015","53.225","51.750","53.300","50.800","1,02M","2,36%"
"27/04/2015","52.000","54.500","54.500","51.250","1,55M","-4,59%"
"24/04/2015","54.500","53.800","54.550","53.350","1,93M","2,64%"
"23/04/2015","53.100","53.500","53.900","52.225","546,80K","0,00%"
"22/04/2015","53.100","52.800","54.000","52.600","1,37M","-1,62%"
"21/04/2015","53.975","52.400","54.050","52.350","1,44M","3,40%"
"20/04/2015","52.200","50.500","52.200","50.000","1,09M","3,37%"
"17/04/2015","50.500","49.225","51.200","49.200","1,57M","2,59%"
"16/04/2015","49.225","49.875","50.825","49.025","1,40M","-1,30%"
"15/04/2015","49.875","50.700","50.700","49.575","1,04M","-1,38%"
"14/04/2015","50.575","51.800","52.000","50.500","1,02M","-2,93%"
"13/04/2015","52.100","53.300","53.500","52.100","576,50K","-2,62%"
"10/04/2015","53.500","54.600","54.600","53.000","606,80K","-2,10%"
"09/04/2015","54.650","53.850","54.650","53.100","968,20K","1,39%"
"08/04/2015","53.900","52.300","53.900","51.500","2,24M","3,65%"
"07/04/2015","52.000","52.000","52.225","51.600","712,10K","0,05%"
"06/04/2015","51.975","52.250","52.875","51.500","282,30K","-0,05%"
"02/04/2015","52.000","51.475","52.350","51.375","1,43M","1,96%"
"01/04/2015","51.000","51.500","51.500","50.850","915,50K","0,00%"
"31/03/2015","51.000","50.000","52.000","50.000","2,23M","3,03%"
"30/03/2015","49.500","49.750","50.300","49.500","987,70K","-0,50%"
"27/03/2015","49.750","48.100","49.750","47.525","1,89M","3,43%"
"26/03/2015","48.100","49.000","49.575","48.050","1,27M","-3,22%"
"25/03/2015","49.700","50.500","50.500","48.950","1,36M","-1,88%"
"24/03/2015","50.650","52.225","52.225","50.600","1,11M","-3,02%"
"23/03/2015","52.225","52.400","52.400","51.900","270,50K","0,53%"
"20/03/2015","51.950","52.300","52.300","51.750","811,20K","-1,00%"
"19/03/2015","52.475","52.000","52.575","52.000","476,00K","1,84%"
"18/03/2015","51.525","52.000","52.500","51.525","711,30K","-1,20%"
"17/03/2015","52.150","52.800","52.800","51.950","1,06M","-0,10%"
"16/03/2015","52.200","52.900","53.100","52.100","643,30K","-1,14%"
"13/03/2015","52.800","54.200","54.225","52.800","842,30K","-2,36%"
"12/03/2015","54.075","53.500","54.200","53.500","621,80K","0,32%"
"11/03/2015","53.900","53.800","54.100","53.100","2,25M","-1,06%"
"10/03/2015","54.475","53.800","54.600","53.200","732,70K","0,93%"
"09/03/2015","53.975","54.200","54.350","53.775","1,46M","-0,60%"
"06/03/2015","54.300","54.825","54.850","54.000","803,60K","0,05%"
"05/03/2015","54.275","54.400","55.000","54.250","553,90K","0,46%"
"04/03/2015","54.025","55.000","55.000","54.025","717,20K","-1,77%"
"03/03/2015","55.000","55.200","55.325","54.500","507,90K","-0,05%"
"02/03/2015","55.025","53.100","55.150","53.100","1,26M","2,99%"
"27/02/2015","53.425","54.000","54.200","53.400","838,10K","-0,70%"
"26/02/2015","53.800","54.200","54.500","53.775","1,27M","-0,74%"
"25/02/2015","54.200","54.250","54.650","54.050","955,00K","-0,09%"
"24/02/2015","54.250","54.200","54.500","54.125","1,06M","-0,32%"
"23/02/2015","54.425","55.100","55.525","54.100","951,50K","-1,05%"
"20/02/2015","55.000","55.600","55.600","54.850","458,40K","-0,32%"
"18/02/2015","55.175","55.500","55.800","55.000","705,10K","0,41%"
"17/02/2015","54.950","55.000","55.700","54.950","609,10K","-0,50%"
"16/02/2015","55.225","55.700","56.600","55.200","936,00K","-0,32%"
"13/02/2015","55.400","55.550","55.600","55.075","683,20K","0,82%"
"12/02/2015","54.950","55.350","55.550","54.700","845,90K","-0,63%"
"11/02/2015","55.300","55.925","56.500","55.200","861,70K","-1,03%"
"10/02/2015","55.875","56.900","57.275","55.800","815,80K","-2,02%"
"09/02/2015","57.025","58.500","58.500","56.700","784,90K","-2,52%"
"06/02/2015","58.500","56.400","58.500","56.400","1,22M","3,54%"
"05/02/2015","56.500","55.500","56.725","55.400","1,09M","1,89%"
"04/02/2015","55.450","56.000","56.400","55.150","734,90K","-0,45%"
"03/02/2015","55.700","56.825","56.825","55.700","609,90K","-2,24%"
"02/02/2015","56.975","57.325","57.325","56.600","875,50K","-1,43%"
"30/01/2015","57.800","57.500","57.950","56.525","683,70K","1,94%"
"29/01/2015","56.700","57.175","57.550","56.500","837,50K","-0,83%"
"28/01/2015","57.175","57.100","57.700","57.050","643,70K","-2,26%"
"27/01/2015","58.500","57.500","58.500","56.925","791,10K","2,45%"
"26/01/2015","57.100","58.000","59.600","55.650","2,51M","-2,31%"
"23/01/2015","58.450","57.000","58.500","56.725","2,18M","4,05%"
"22/01/2015","56.175","54.000","56.575","54.000","3,27M","5,94%"
"21/01/2015","53.025","56.000","56.000","51.900","2,87M","-5,31%"
"20/01/2015","56.000","59.900","59.900","55.700","2,58M","-6,63%"
"19/01/2015","59.975","59.700","60.400","59.675","557,70K","0,08%"
"16/01/2015","59.925","60.000","60.000","59.250","544,20K","0,00%"
"15/01/2015","59.925","59.700","60.400","59.700","562,50K","0,25%"
"14/01/2015","59.775","60.000","60.750","59.675","497,50K","-0,38%"
"13/01/2015","60.000","60.700","60.875","59.825","480,30K","-0,17%"
"12/01/2015","60.100","60.000","60.400","59.075","976,40K","0,17%"
"09/01/2015","60.000","62.500","62.500","60.000","1,14M","-2,12%"
"08/01/2015","61.300","63.700","63.800","61.300","352,10K","-3,50%"
"07/01/2015","63.525","62.975","63.700","62.500","383,70K","1,72%"
"06/01/2015","62.450","64.000","64.000","62.200","560,90K","-1,96%"
"05/01/2015","63.700","61.000","63.800","60.400","881,90K","3,07%"
"02/01/2015","61.800","60.700","62.000","60.650","730,00K","1,81%"
"30/12/2014","60.700","59.800","60.700","59.400","484,40K","2,23%"
"29/12/2014","59.375","59.900","60.175","59.350","281,50K","-0,38%"
"24/12/2014","59.600","59.900","59.900","59.425","150,70K","0,25%"
"23/12/2014","59.450","59.475","59.700","58.025","398,70K","-0,04%"
"22/12/2014","59.475","59.450","59.925","59.450","318,40K","0,04%"
"19/12/2014","59.450","60.925","60.925","59.300","786,60K","-2,06%"
"18/12/2014","60.700","59.400","60.900","59.050","639,00K","2,58%"
"17/12/2014","59.175","58.300","59.875","58.300","590,80K","1,15%"
"16/12/2014","58.500","59.150","59.700","57.100","820,20K","-2,05%"
"15/12/2014","59.725","58.900","60.300","58.900","487,60K","0,04%"
"12/12/2014","59.700","59.700","60.025","59.600","498,60K","0,17%"
"11/12/2014","59.600","59.675","60.850","59.250","466,60K","-0,17%"
"10/12/2014","59.700","59.025","59.750","59.025","298,00K","1,06%"
"09/12/2014","59.075","59.750","59.800","58.500","662,80K","-1,34%"
"08/12/2014","59.875","59.600","60.075","59.600","391,10K","0,50%"
"05/12/2014","59.575","59.975","59.975","59.550","576,70K","-0,63%"
"04/12/2014","59.950","60.300","60.625","59.800","562,90K","-0,91%"
"03/12/2014","60.500","60.625","61.475","60.500","298,40K","-1,02%"
"02/12/2014","61.125","61.500","61.525","60.400","443,10K","0,70%"
"01/12/2014","60.700","61.400","61.400","60.700","202,00K","-0,78%"
"28/11/2014","61.175","60.900","61.200","60.025","490,80K","0,95%"
"27/11/2014","60.600","61.050","61.250","60.550","409,70K","-0,62%"
"26/11/2014","60.975","60.200","61.000","60.200","252,20K","1,63%"
"25/11/2014","60.000","60.050","60.950","59.900","627,90K","-0,08%"
"24/11/2014","60.050","61.750","62.500","60.000","793,80K","-2,36%"
"21/11/2014","61.500","62.000","62.250","61.400","586,10K","-1,84%"
"20/11/2014","62.650","64.200","64.200","62.475","836,70K","-1,65%"
"19/11/2014","63.700","62.500","64.250","62.500","1,13M","2,04%"
"18/11/2014","62.425","60.375","62.500","60.000","887,80K","3,70%"
"17/11/2014","60.200","59.125","61.000","59.125","604,90K","0,29%"
"14/11/2014","60.025","59.800","60.200","59.800","406,10K","-0,46%"
"13/11/2014","60.300","60.200","60.600","60.025","272,80K","0,04%"
"12/11/2014","60.275","60.200","60.475","59.525","286,40K","0,04%"
"11/11/2014","60.250","58.800","60.400","58.800","635,70K","-0,90%"
"10/11/2014","60.800","62.000","62.500","60.800","1,15M","-0,82%"
"07/11/2014","61.300","61.300","62.100","60.400","955,40K","0,00%"
"06/11/2014","61.300","61.750","62.100","59.975","1,06M","-0,65%"
"05/11/2014","61.700","60.700","61.700","60.300","650,70K","1,65%"
"04/11/2014","60.700","57.950","60.700","57.925","1,46M","4,75%"
"03/11/2014","57.950","58.000","58.000","57.550","345,40K","0,35%"
"31/10/2014","57.750","55.850","57.750","55.850","1,06M","2,48%"
"30/10/2014","56.350","56.950","56.975","56.225","486,80K","-1,01%"
"29/10/2014","56.925","56.700","57.050","56.500","474,70K","1,24%"
"28/10/2014","56.225","56.275","57.000","56.225","377,90K","-0,13%"
"27/10/2014","56.300","56.400","56.850","56.300","197,40K","0,27%"
"24/10/2014","56.150","56.100","56.750","55.800","818,30K","-0,13%"
"23/10/2014","56.225","57.225","57.225","56.125","1,45M","-1,75%"
"22/10/2014","57.225","58.000","58.000","57.225","779,50K","-0,43%"
"21/10/2014","57.475","58.600","58.825","57.400","867,60K","-3,04%"
"20/10/2014","59.275","61.000","61.000","58.500","825,20K","-2,02%"
"17/10/2014","60.500","59.000","61.500","59.000","1,88M","4,40%"
"16/10/2014","57.950","59.000","60.150","57.950","975,80K","-0,64%"
"15/10/2014","58.325","57.150","59.500","56.625","1,07M","2,68%"
"14/10/2014","56.800","57.000","57.100","56.400","340,60K","0,35%"
"13/10/2014","56.600","56.400","56.900","56.375","494,30K","0,00%"
"10/10/2014","56.600","55.800","56.900","55.800","562,30K","1,43%"
"09/10/2014","55.800","56.825","56.950","55.800","714,50K","-1,24%"
"08/10/2014","56.500","56.825","56.825","55.800","544,20K","0,00%"
"07/10/2014","56.500","55.650","56.550","55.650","479,00K","1,76%"
"06/10/2014","55.525","56.500","56.700","55.525","576,00K","-1,73%"
"03/10/2014","56.500","56.000","56.525","55.700","526,00K","1,07%"
"02/10/2014","55.900","55.600","56.900","55.500","1,29M","-0,53%"
"01/10/2014","56.200","56.675","56.900","56.000","339,30K","-0,84%"
"30/09/2014","56.675","55.750","56.775","55.700","891,80K","0,13%"
"29/09/2014","56.600","56.950","56.950","55.800","407,50K","-0,61%"
"26/09/2014","56.950","55.500","56.950","55.500","304,30K","0,71%"
"25/09/2014","56.550","56.700","56.850","56.550","835,60K","1,34%"
"24/09/2014","55.800","56.000","56.500","55.700","320,00K","0,18%"
"23/09/2014","55.700","55.900","56.250","55.700","483,70K","-1,42%"
"22/09/2014","56.500","55.700","56.775","55.700","626,60K","1,80%"
"19/09/2014","55.500","56.550","56.550","55.400","1,01M","-1,86%"
"18/09/2014","56.550","56.750","57.000","55.500","388,40K","-0,35%"
"17/09/2014","56.750","57.050","57.050","56.500","1,46M","0,35%"
"16/09/2014","56.550","55.950","56.700","55.900","905,10K","0,98%"
"15/09/2014","56.000","55.000","56.025","55.000","1,58M","1,82%"
"12/09/2014","55.000","55.000","55.150","54.500","1,09M","0,00%"
"11/09/2014","55.000","54.350","55.075","54.350","1,15M","1,85%"
"10/09/2014","54.000","54.150","54.150","53.750","549,30K","-0,28%"
"09/09/2014","54.150","55.750","55.750","54.150","293,40K","-2,08%"
"08/09/2014","55.300","55.500","55.750","55.250","636,90K","0,55%"
"05/09/2014","55.000","55.250","55.350","54.500","562,00K","-0,14%"
"04/09/2014","55.075","55.250","55.250","54.775","1,17M","0,14%"
"03/09/2014","55.000","55.250","55.525","55.000","540,30K","-0,90%"
"02/09/2014","55.500","54.775","55.500","54.775","372,50K","0,86%"
"01/09/2014","55.025","54.600","55.150","54.575","760,30K","1,90%"
"29/08/2014","54.000","54.800","54.800","54.000","692,60K","-1,10%"
"28/08/2014","54.600","54.000","54.975","54.000","251,30K","-0,36%"
"27/08/2014","54.800","53.950","55.000","53.850","623,90K","2,05%"
"26/08/2014","53.700","55.250","55.425","53.700","631,00K","-2,41%"
"25/08/2014","55.025","55.500","55.900","55.025","404,80K","-0,86%"
"22/08/2014","55.500","55.700","55.800","55.200","701,90K","-0,18%"
"21/08/2014","55.600","55.075","55.600","54.825","541,30K","1,09%"
"20/08/2014","55.000","54.300","55.000","54.300","366,00K","0,92%"
"19/08/2014","54.500","54.900","55.000","54.300","228,30K","0,00%"
"18/08/2014","54.500","54.800","54.825","54.400","318,90K","0,18%"
"15/08/2014","54.400","55.250","55.300","54.100","414,90K","-1,09%"
"14/08/2014","55.000","55.500","55.550","54.100","634,10K","-0,09%"
"13/08/2014","55.050","54.300","55.200","54.200","1,43M","1,19%"
"12/08/2014","54.400","53.925","54.450","53.900","898,00K","0,79%"
"11/08/2014","53.975","53.500","53.975","53.200","355,40K","1,94%"
"08/08/2014","52.950","53.000","53.500","52.950","463,70K","-0,66%"
"07/08/2014","53.300","53.500","53.500","52.925","734,10K","-1,84%"
"06/08/2014","54.300","54.550","54.550","53.800","729,70K","-0,55%"
"05/08/2014","54.600","54.650","54.750","54.400","874,70K","0,37%"
"04/08/2014","54.400","53.500","54.700","53.500","1,37M","0,37%"
"25/07/2014","54.200","53.750","54.475","53.650","1,86M","1,98%"
"24/07/2014","53.150","54.000","54.000","52.875","464,00K","-0,65%"
"23/07/2014","53.500","54.100","54.350","53.400","954,90K","-0,93%"
"22/07/2014","54.000","54.000","54.200","53.200","777,60K","0,00%"
